Function,Algorithm,Run,Fitness
Zakharov,ICBO,25,1.773196e-68
Zakharov,ICBO,26,6.950631e-87
Zakharov,ICBO,27,4.914610e-38
Zakharov,ICBO,28,1.117048e-29
Zakharov,ICBO,29,2.988804e-40
Zakharov,ICBO,30,6.947839e-70
Zakharov,ICBO-Enhanced,1,0.000000e+00
Zakharov,ICBO-Enhanced,2,0.000000e+00
Zakharov,ICBO-Enhanced,3,0.000000e+00
Zakharov,ICBO-Enhanced,4,0.000000e+00
Zakharov,ICBO-Enhanced,5,0.000000e+00
Zakharov,ICBO-Enhanced,6,0.000000e+00
Zakharov,ICBO-Enhanced,7,0.000000e+00
Zakharov,ICBO-Enhanced,8,0.000000e+00
Zakharov,ICBO-Enhanced,9,0.000000e+00
Zakharov,ICBO-Enhanced,10,0.000000e+00
Zakharov,ICBO-Enhanced,11,0.000000e+00
Zakharov,ICBO-Enhanced,12,0.000000e+00
Zakharov,ICBO-Enhanced,13,1.121559e-296
Zakharov,ICBO-Enhanced,14,0.000000e+00
Zakharov,ICBO-Enhanced,15,0.000000e+00
Zakharov,ICBO-Enhanced,16,2.549948e-290
Zakharov,ICBO-Enhanced,17,0.000000e+00
Zakharov,ICBO-Enhanced,18,0.000000e+00
Zakharov,ICBO-Enhanced,19,0.000000e+00
Zakharov,ICBO-Enhanced,20,0.000000e+00
Zakharov,ICBO-Enhanced,21,3.739166e-309
Zakharov,ICBO-Enhanced,22,0.000000e+00
Zakharov,ICBO-Enhanced,23,0.000000e+00
Zakharov,ICBO-Enhanced,24,1.330000e-322
Zakharov,ICBO-Enhanced,25,1.598429e-315
Zakharov,ICBO-Enhanced,26,1.346568e-313
Zakharov,ICBO-Enhanced,27,0.000000e+00
Zakharov,ICBO-Enhanced,28,0.000000e+00
Zakharov,ICBO-Enhanced,29,0.000000e+00
Zakharov,ICBO-Enhanced,30,0.000000e+00
Zakharov,EDCBO-Fixed,1,1.024768e-03
Zakharov,EDCBO-Fixed,2,8.821211e-03
Zakharov,EDCBO-Fixed,3,6.405795e-03
Zakharov,EDCBO-Fixed,4,9.747683e-03
Zakharov,EDCBO-Fixed,5,2.214266e-02
Zakharov,EDCBO-Fixed,6,4.030666e-02
Zakharov,EDCBO-Fixed,7,1.383109e-02
Zakharov,EDCBO-Fixed,8,9.285316e-04
Zakharov,EDCBO-Fixed,9,8.906470e-04
Zakharov,EDCBO-Fixed,10,4.381483e-03
Zakharov,EDCBO-Fixed,11,2.076745e-03
Zakharov,EDCBO-Fixed,12,1.707605e-02
Zakharov,EDCBO-Fixed,13,1.212387e-03
Zakharov,EDCBO-Fixed,14,7.006026e-04
Zakharov,EDCBO-Fixed,15,6.348673e-02
Zakharov,EDCBO-Fixed,16,6.400622e-04
Zakharov,EDCBO-Fixed,17,6.775067e-03
Zakharov,EDCBO-Fixed,18,9.434170e-03
Zakharov,EDCBO-Fixed,19,1.394010e-01
Zakharov,EDCBO-Fixed,20,1.268808e-03
Zakharov,EDCBO-Fixed,21,2.258428e-03
Zakharov,EDCBO-Fixed,22,1.677805e-02
Zakharov,EDCBO-Fixed,23,2.162941e-03
Zakharov,EDCBO-Fixed,24,5.631660e-03
Zakharov,EDCBO-Fixed,25,1.153395e-01
Zakharov,EDCBO-Fixed,26,3.570149e-01
Zakharov,EDCBO-Fixed,27,1.516273e-02
Zakharov,EDCBO-Fixed,28,1.183634e-03
Zakharov,EDCBO-Fixed,29,6.295714e-01
Zakharov,EDCBO-Fixed,30,2.308129e-03
Powell,Random,1,3.478749e+03
Powell,Random,2,4.531200e+03
Powell,Random,3,3.682905e+03
Powell,Random,4,4.581719e+03
Powell,Random,5,4.614330e+03
Powell,Random,6,3.091996e+03
Powell,Random,7,4.955449e+03
Powell,Random,8,3.667354e+03
Powell,Random,9,3.915984e+03
Powell,Random,10,4.200129e+03
Powell,Random,11,4.003370e+03
Powell,Random,12,2.661771e+03
Powell,Random,13,3.631268e+03
Powell,Random,14,4.005226e+03
Powell,Random,15,4.454577e+03
Powell,Random,16,4.819062e+03
Powell,Random,17,4.615121e+03
Powell,Random,18,3.341342e+03
Powell,Random,19,5.685014e+03
Powell,Random,20,5.446770e+03
Powell,Random,21,3.358049e+03
Powell,Random,22,4.762707e+03
Powell,Random,23,5.087172e+03
Powell,Random,24,3.836738e+03
Powell,Random,25,4.256882e+03
Powell,Random,26,3.642458e+03
Powell,Random,27,4.624618e+03
Powell,Random,28,4.208075e+03
Powell,Random,29,1.711684e+03
Powell,Random,30,4.459570e+03
Powell,PSO,1,7.324734e-04
Powell,PSO,2,1.467515e-04
Powell,PSO,3,2.979103e-04
Powell,PSO,4,7.518047e+01
Powell,PSO,5,4.873593e-04
Powell,PSO,6,2.396734e-04
Powell,PSO,7,1.039004e+02
Powell,PSO,8,3.585522e-04
Powell,PSO,9,3.937497e-04
Powell,PSO,10,1.389014e-04
Powell,PSO,11,1.039002e+02
Powell,PSO,12,7.504680e-04
Powell,PSO,13,1.382074e-04
Powell,PSO,14,4.004648e-04
Powell,PSO,15,1.473419e-04
Powell,PSO,16,2.146072e-04
Powell,PSO,17,1.402518e-04
Powell,PSO,18,6.363803e+01
Powell,PSO,19,3.381427e-04
Powell,PSO,20,1.345055e-04
Powell,PSO,21,5.206200e-04
Powell,PSO,22,3.577598e-04
Powell,PSO,23,3.163797e-04
Powell,PSO,24,7.518083e+01
Powell,PSO,25,1.903998e-04
Powell,PSO,26,1.894773e-04
Powell,PSO,27,2.255622e-04
Powell,PSO,28,1.032899e+02
Powell,PSO,29,1.133062e-04
Powell,PSO,30,1.898519e-04
Powell,GWO,1,2.169684e-07
Powell,GWO,2,1.281005e-05
Powell,GWO,3,8.300368e-06
Powell,GWO,4,7.662590e-06
Powell,GWO,5,2.384441e-06
Powell,GWO,6,4.067811e-08
Powell,GWO,7,1.785827e-05
Powell,GWO,8,2.483621e-05
Powell,GWO,9,4.981569e-07
Powell,GWO,10,5.822966e-06
Powell,GWO,11,5.194250e-06
Powell,GWO,12,4.314322e-07
Powell,GWO,13,1.046922e-05
Powell,GWO,14,1.861822e-06
Powell,GWO,15,3.838409e-07
Powell,GWO,16,3.314085e-07
Powell,GWO,17,2.742721e-06
Powell,GWO,18,8.331303e-07
Powell,GWO,19,3.526834e-06
Powell,GWO,20,2.625116e-06
Powell,GWO,21,4.670107e-06
Powell,GWO,22,2.730924e-05
Powell,GWO,23,4.058281e-06
Powell,GWO,24,6.568681e-07
Powell,GWO,25,1.262060e-06
Powell,GWO,26,1.496817e-05
Powell,GWO,27,1.660094e-05
Powell,GWO,28,1.008049e-06
Powell,GWO,29,1.643931e-05
Powell,GWO,30,3.448171e-07
Powell,WOA,1,1.219880e-18
Powell,WOA,2,1.190819e-30
Powell,WOA,3,1.826851e-07
Powell,WOA,4,1.669534e-06
Powell,WOA,5,6.593095e-06
Powell,WOA,6,6.590135e-09
Powell,WOA,7,3.969011e-11
Powell,WOA,8,1.553183e-06
Powell,WOA,9,2.360768e-06
Powell,WOA,10,6.218699e-12
Powell,WOA,11,6.759308e-07
Powell,WOA,12,5.556207e-10
Powell,WOA,13,7.162123e-09
Powell,WOA,14,1.182896e-12
Powell,WOA,15,6.898500e-06
Powell,WOA,16,1.514135e-07
Powell,WOA,17,7.631957e-13
Powell,WOA,18,2.216948e-09
Powell,WOA,19,4.875760e-07
Powell,WOA,20,1.297159e-11
Powell,WOA,21,2.596446e-06
Powell,WOA,22,1.201909e-08
Powell,WOA,23,2.571415e-09
Powell,WOA,24,1.440407e-20
Powell,WOA,25,2.196384e-06
Powell,WOA,26,1.126898e-05
Powell,WOA,27,2.017402e-06
Powell,WOA,28,3.913009e-06
Powell,WOA,29,3.993249e-10
Powell,WOA,30,5.642865e-12
Powell,CBO,1,0.000000e+00
Powell,CBO,2,0.000000e+00
Powell,CBO,3,0.000000e+00
Powell,CBO,4,0.000000e+00
Powell,CBO,5,0.000000e+00
Powell,CBO,6,0.000000e+00
Powell,CBO,7,0.000000e+00
Powell,CBO,8,0.000000e+00
Powell,CBO,9,0.000000e+00
Powell,CBO,10,0.000000e+00
Powell,CBO,11,0.000000e+00
Powell,CBO,12,0.000000e+00
Powell,CBO,13,0.000000e+00
Powell,CBO,14,0.000000e+00
Powell,CBO,15,0.000000e+00
Powell,CBO,16,0.000000e+00
Powell,CBO,17,0.000000e+00
Powell,CBO,18,0.000000e+00
Powell,CBO,19,0.000000e+00
Powell,CBO,20,0.000000e+00
Powell,CBO,21,0.000000e+00
Powell,CBO,22,0.000000e+00
Powell,CBO,23,0.000000e+00
Powell,CBO,24,0.000000e+00
Powell,CBO,25,0.000000e+00
Powell,CBO,26,0.000000e+00
Powell,CBO,27,0.000000e+00
Powell,CBO,28,0.000000e+00
Powell,CBO,29,0.000000e+00
Powell,CBO,30,0.000000e+00
Powell,ICBO,1,1.693804e-186
Powell,ICBO,2,1.366121e-197
Powell,ICBO,3,2.249176e-187
Powell,ICBO,4,6.602639e-192
Powell,ICBO,5,2.706074e-186
Powell,ICBO,6,3.629379e-195
Powell,ICBO,7,9.839081e-182
Powell,ICBO,8,7.338248e-196
Powell,ICBO,9,5.187053e-190
Powell,ICBO,10,2.614957e-197
Powell,ICBO,11,2.376530e-198
Powell,ICBO,12,2.701649e-194
Powell,ICBO,13,2.592128e-199
Powell,ICBO,14,2.325088e-198
Powell,ICBO,15,2.210644e-195
Powell,ICBO,16,1.675522e-198
Powell,ICBO,17,4.113374e-192
Powell,ICBO,18,4.881246e-178
Powell,ICBO,19,1.048605e-199
Powell,ICBO,20,2.918967e-199
Powell,ICBO,21,1.522856e-170
Powell,ICBO,22,5.518473e-200
Powell,ICBO,23,1.198942e-199
Powell,ICBO,24,2.107848e-197
Powell,ICBO,25,2.074986e-199
Powell,ICBO,26,3.654646e-199
Powell,ICBO,27,2.068645e-197
Powell,ICBO,28,9.861288e-195
Powell,ICBO,29,6.212416e-196
Powell,ICBO,30,1.783548e-194
Powell,ICBO-Enhanced,1,0.000000e+00
Powell,ICBO-Enhanced,2,0.000000e+00
Powell,ICBO-Enhanced,3,0.000000e+00
Powell,ICBO-Enhanced,4,0.000000e+00
Powell,ICBO-Enhanced,5,0.000000e+00
Powell,ICBO-Enhanced,6,0.000000e+00
Powell,ICBO-Enhanced,7,0.000000e+00
Powell,ICBO-Enhanced,8,9.358719e-315
Powell,ICBO-Enhanced,9,0.000000e+00
Powell,ICBO-Enhanced,10,0.000000e+00
Powell,ICBO-Enhanced,11,0.000000e+00
Powell,ICBO-Enhanced,12,0.000000e+00
Powell,ICBO-Enhanced,13,0.000000e+00
Powell,ICBO-Enhanced,14,0.000000e+00
Powell,ICBO-Enhanced,15,0.000000e+00
Powell,ICBO-Enhanced,16,0.000000e+00
Powell,ICBO-Enhanced,17,0.000000e+00
Powell,ICBO-Enhanced,18,0.000000e+00
Powell,ICBO-Enhanced,19,0.000000e+00
Powell,ICBO-Enhanced,20,0.000000e+00
Powell,ICBO-Enhanced,21,0.000000e+00
Powell,ICBO-Enhanced,22,0.000000e+00
Powell,ICBO-Enhanced,23,0.000000e+00
Powell,ICBO-Enhanced,24,0.000000e+00
Powell,ICBO-Enhanced,25,0.000000e+00
Powell,ICBO-Enhanced,26,0.000000e+00
Powell,ICBO-Enhanced,27,0.000000e+00
Powell,ICBO-Enhanced,28,0.000000e+00
Powell,ICBO-Enhanced,29,0.000000e+00
Powell,ICBO-Enhanced,30,0.000000e+00
Powell,EDCBO-Fixed,1,4.006886e-03
Powell,EDCBO-Fixed,2,3.264695e-03
Powell,EDCBO-Fixed,3,4.429192e-03
Powell,EDCBO-Fixed,4,3.164652e-03
Powell,EDCBO-Fixed,5,3.214397e-03
Powell,EDCBO-Fixed,6,3.574632e-03
Powell,EDCBO-Fixed,7,3.190978e-03
Powell,EDCBO-Fixed,8,2.655571e-03
Powell,EDCBO-Fixed,9,2.673937e-03
Powell,EDCBO-Fixed,10,4.810618e-03
Powell,EDCBO-Fixed,11,3.577968e-03
Powell,EDCBO-Fixed,12,4.863652e-03
Powell,EDCBO-Fixed,13,3.043969e-03
Powell,EDCBO-Fixed,14,2.895785e-03
Powell,EDCBO-Fixed,15,2.999696e-03
Powell,EDCBO-Fixed,16,3.139307e-03
Powell,EDCBO-Fixed,17,2.053206e-03
Powell,EDCBO-Fixed,18,1.404134e-03
Powell,EDCBO-Fixed,19,3.278605e-03
Powell,EDCBO-Fixed,20,2.913930e-03
Powell,EDCBO-Fixed,21,3.056354e-03
Powell,EDCBO-Fixed,22,3.402971e-03
Powell,EDCBO-Fixed,23,3.480790e-03
Powell,EDCBO-Fixed,24,2.731318e-03
Powell,EDCBO-Fixed,25,3.665551e-03
Powell,EDCBO-Fixed,26,3.499201e-03
Powell,EDCBO-Fixed,27,3.307851e-03
Powell,EDCBO-Fixed,28,3.320264e-03
Powell,EDCBO-Fixed,29,3.516014e-03
Powell,EDCBO-Fixed,30,2.461289e-03
Quartic,Random,1,4.221642e+01
Quartic,Random,2,4.331383e+01
Quartic,Random,3,4.627334e+01
Quartic,Random,4,4.476693e+01
Quartic,Random,5,3.580574e+01
Quartic,Random,6,4.946721e+01
Quartic,Random,7,4.180197e+01
Quartic,Random,8,4.757131e+01
Quartic,Random,9,4.739489e+01
Quartic,Random,10,4.087492e+01
Quartic,Random,11,3.268506e+01
Quartic,Random,12,4.831298e+01
Quartic,Random,13,5.326059e+01
Quartic,Random,14,3.652507e+01
Quartic,Random,15,4.433803e+01
Quartic,Random,16,4.500111e+01
Quartic,Random,17,3.650023e+01
Quartic,Random,18,5.138660e+01
Quartic,Random,19,3.702763e+01
Quartic,Random,20,4.192518e+01
Quartic,Random,21,4.919464e+01
Quartic,Random,22,4.331892e+01
Quartic,Random,23,4.112514e+01
Quartic,Random,24,4.849778e+01
Quartic,Random,25,4.109716e+01
Quartic,Random,26,2.929973e+01
Quartic,Random,27,4.314485e+01
Quartic,Random,28,4.831116e+01
Quartic,Random,29,3.857706e+01
Quartic,Random,30,3.583635e+01
Quartic,PSO,1,7.844392e-03
Quartic,PSO,2,1.667936e-02
Quartic,PSO,3,1.379418e-02
Quartic,PSO,4,1.835172e-02
Quartic,PSO,5,1.592013e-02
Quartic,PSO,6,6.625777e-03
Quartic,PSO,7,1.635084e-02
Quartic,PSO,8,2.850887e-02
Quartic,PSO,9,2.204805e-02
Quartic,PSO,10,3.317127e-02
Quartic,PSO,11,2.027167e-02
Quartic,PSO,12,1.863551e-02
Quartic,PSO,13,2.583626e-02
Quartic,PSO,14,1.579083e-02
Quartic,PSO,15,8.232088e-03
Quartic,PSO,16,2.928341e-02
Quartic,PSO,17,1.406638e-02
Quartic,PSO,18,2.548650e-02
Quartic,PSO,19,1.475663e-02
Quartic,PSO,20,1.203262e-02
Quartic,PSO,21,9.338130e-03
Quartic,PSO,22,2.134028e-02
Quartic,PSO,23,1.040526e-02
Quartic,PSO,24,2.335129e-02
Quartic,PSO,25,1.840223e-02
Quartic,PSO,26,1.864133e-02
Quartic,PSO,27,1.131932e-02
Quartic,PSO,28,8.741863e-03
Quartic,PSO,29,2.339011e-02
Quartic,PSO,30,2.170125e-02
Quartic,GWO,1,7.943207e-04
Quartic,GWO,2,3.146820e-03
Quartic,GWO,3,1.365147e-03
Quartic,GWO,4,7.017036e-04
Quartic,GWO,5,1.483420e-03
Quartic,GWO,6,7.592209e-04
Quartic,GWO,7,4.214302e-04
Quartic,GWO,8,4.268076e-04
Quartic,GWO,9,1.307660e-03
Quartic,GWO,10,4.824496e-04
Quartic,GWO,11,8.415247e-04
Quartic,GWO,12,7.163642e-04
Quartic,GWO,13,2.641225e-03
Quartic,GWO,14,1.230404e-03
Quartic,GWO,15,4.337069e-04
Quartic,GWO,16,1.345128e-03
Quartic,GWO,17,6.401475e-04
Quartic,GWO,18,2.038864e-03
Quartic,GWO,19,1.157461e-03
Quartic,GWO,20,7.441016e-04
Quartic,GWO,21,1.785381e-03
Quartic,GWO,22,4.584544e-04
Quartic,GWO,23,1.244383e-03
Quartic,GWO,24,1.814841e-03
Quartic,GWO,25,1.787377e-03
Quartic,GWO,26,4.619926e-04
Quartic,GWO,27,8.884361e-04
Quartic,GWO,28,2.090500e-04
Quartic,GWO,29,1.527520e-03
Quartic,GWO,30,4.988437e-04
Quartic,WOA,1,7.094402e-05
Quartic,WOA,2,5.972743e-04
Quartic,WOA,3,3.424435e-04
Quartic,WOA,4,1.567425e-04
Quartic,WOA,5,1.209132e-03
Quartic,WOA,6,2.332289e-03
Quartic,WOA,7,1.490452e-04
Quartic,WOA,8,2.492522e-04
Quartic,WOA,9,6.851262e-04
Quartic,WOA,10,1.832406e-04
Quartic,WOA,11,2.136714e-04
Quartic,WOA,12,6.752989e-05
Quartic,WOA,13,8.345336e-03
Quartic,WOA,14,1.230545e-03
Quartic,WOA,15,1.387367e-05
Quartic,WOA,16,1.380171e-05
Quartic,WOA,17,2.070717e-03
Quartic,WOA,18,1.184235e-04
Quartic,WOA,19,1.041482e-03
Quartic,WOA,20,2.473754e-03
Quartic,WOA,21,2.602265e-03
Quartic,WOA,22,5.569761e-04
Quartic,WOA,23,1.599598e-03
Quartic,WOA,24,2.086194e-04
Quartic,WOA,25,2.143563e-03
Quartic,WOA,26,4.240033e-04
Quartic,WOA,27,3.973370e-04
Quartic,WOA,28,1.885067e-03
Quartic,WOA,29,3.682391e-03
Quartic,WOA,30,3.494886e-03
Quartic,CBO,1,4.473596e-06
Quartic,CBO,2,4.792934e-05
Quartic,CBO,3,9.419165e-06
Quartic,CBO,4,1.412994e-05
Quartic,CBO,5,6.126218e-05
Quartic,CBO,6,1.235479e-05
Quartic,CBO,7,2.929144e-05
Quartic,CBO,8,1.847306e-05
Quartic,CBO,9,1.449757e-05
Quartic,CBO,10,9.189319e-05
Quartic,CBO,11,2.003796e-04
Quartic,CBO,12,5.258002e-06
Quartic,CBO,13,6.113960e-05
Quartic,CBO,14,1.046054e-05
Quartic,CBO,15,1.177970e-04
Quartic,CBO,16,1.067656e-04
Quartic,CBO,17,2.920020e-05
Quartic,CBO,18,4.719067e-05
Quartic,CBO,19,2.925603e-05
Quartic,CBO,20,6.595739e-05
Quartic,CBO,21,4.100281e-05
Quartic,CBO,22,1.736517e-05
Quartic,CBO,23,1.193248e-05
Quartic,CBO,24,8.553708e-06
Quartic,CBO,25,6.114878e-05
Quartic,CBO,26,6.249149e-05
Quartic,CBO,27,6.034133e-05
Quartic,CBO,28,2.077305e-05
Quartic,CBO,29,4.957300e-05
Quartic,CBO,30,1.040250e-05
Quartic,ICBO,1,2.553217e-05
Quartic,ICBO,2,6.582474e-05
Quartic,ICBO,3,9.812918e-06
Quartic,ICBO,4,2.908021e-05
Quartic,ICBO,5,2.991956e-05
Quartic,ICBO,6,6.849109e-05
Quartic,ICBO,7,1.717835e-05
Quartic,ICBO,8,4.078687e-05
Quartic,ICBO,9,8.896413e-05
Quartic,ICBO,10,5.651859e-05
Quartic,ICBO,11,3.396360e-05
Quartic,ICBO,12,4.978740e-05
Quartic,ICBO,13,4.067100e-05
Quartic,ICBO,14,2.021125e-05
Quartic,ICBO,15,2.953103e-05
Quartic,ICBO,16,2.902914e-05
Quartic,ICBO,17,5.407695e-05
Quartic,ICBO,18,1.769739e-05
Quartic,ICBO,19,5.995519e-06
Quartic,ICBO,20,1.793526e-05
Quartic,ICBO,21,5.806346e-06
Quartic,ICBO,22,2.798784e-05
Quartic,ICBO,23,1.056341e-05
Quartic,ICBO,24,4.944385e-06
Quartic,ICBO,25,2.423563e-05
Quartic,ICBO,26,3.680557e-05
Quartic,ICBO,27,1.410629e-05
Quartic,ICBO,28,5.031436e-05
Quartic,ICBO,29,6.570648e-05
Quartic,ICBO,30,1.466736e-04
Quartic,ICBO-Enhanced,1,5.517543e-05
Quartic,ICBO-Enhanced,2,8.556236e-06
Quartic,ICBO-Enhanced,3,9.128009e-05
Quartic,ICBO-Enhanced,4,2.926586e-05
Quartic,ICBO-Enhanced,5,6.472919e-05
Quartic,ICBO-Enhanced,6,3.398850e-05
Quartic,ICBO-Enhanced,7,7.812630e-05
Quartic,ICBO-Enhanced,8,7.562336e-06
Quartic,ICBO-Enhanced,9,7.575935e-05
Quartic,ICBO-Enhanced,10,7.145565e-05
Quartic,ICBO-Enhanced,11,6.863739e-05
Quartic,ICBO-Enhanced,12,5.387764e-05
Quartic,ICBO-Enhanced,13,1.024208e-04
Quartic,ICBO-Enhanced,14,2.669355e-05
Quartic,ICBO-Enhanced,15,1.314890e-04
Quartic,ICBO-Enhanced,16,1.818661e-06
Quartic,ICBO-Enhanced,17,1.314791e-05
Quartic,ICBO-Enhanced,18,4.016606e-06
Quartic,ICBO-Enhanced,19,6.544296e-05
Quartic,ICBO-Enhanced,20,3.258573e-05
Quartic,ICBO-Enhanced,21,1.500958e-05
Quartic,ICBO-Enhanced,22,6.109833e-06
Quartic,ICBO-Enhanced,23,2.869889e-05
Quartic,ICBO-Enhanced,24,1.353034e-05
Quartic,ICBO-Enhanced,25,4.548433e-05
Quartic,ICBO-Enhanced,26,7.281072e-06
Quartic,ICBO-Enhanced,27,9.024888e-07
Quartic,ICBO-Enhanced,28,8.799743e-07
Quartic,ICBO-Enhanced,29,6.686970e-06
Quartic,ICBO-Enhanced,30,1.961966e-05
Quartic,EDCBO-Fixed,1,2.060329e-02
Quartic,EDCBO-Fixed,2,1.922358e-02
Quartic,EDCBO-Fixed,3,1.591189e-02
Quartic,EDCBO-Fixed,4,7.176289e-03
Quartic,EDCBO-Fixed,5,1.953020e-02
Quartic,EDCBO-Fixed,6,3.424795e-02
Quartic,EDCBO-Fixed,7,2.239721e-02
Quartic,EDCBO-Fixed,8,2.711738e-02
Quartic,EDCBO-Fixed,9,2.478218e-02
Quartic,EDCBO-Fixed,10,2.066478e-02
Quartic,EDCBO-Fixed,11,1.482111e-02
Quartic,EDCBO-Fixed,12,2.288188e-02
Quartic,EDCBO-Fixed,13,6.847651e-03
Quartic,EDCBO-Fixed,14,1.356508e-02
Quartic,EDCBO-Fixed,15,2.403615e-02
Quartic,EDCBO-Fixed,16,1.359819e-02
Quartic,EDCBO-Fixed,17,9.244480e-03
Quartic,EDCBO-Fixed,18,1.321378e-02
Quartic,EDCBO-Fixed,19,1.858742e-02
Quartic,EDCBO-Fixed,20,2.317468e-02
Quartic,EDCBO-Fixed,21,2.329217e-02
Quartic,EDCBO-Fixed,22,1.341119e-02
Quartic,EDCBO-Fixed,23,2.054119e-02
Quartic,EDCBO-Fixed,24,1.776456e-02
Quartic,EDCBO-Fixed,25,2.139212e-02
Quartic,EDCBO-Fixed,26,1.756753e-02
Quartic,EDCBO-Fixed,27,1.536195e-02
Quartic,EDCBO-Fixed,28,1.934328e-02
Quartic,EDCBO-Fixed,29,8.920684e-03
Quartic,EDCBO-Fixed,30,1.096869e-02
Rosenbrock,Random,1,7.658918e+07
Rosenbrock,Random,2,9.474518e+07
Rosenbrock,Random,3,8.230490e+07
Rosenbrock,Random,4,7.591785e+07
Rosenbrock,Random,5,6.821140e+07
Rosenbrock,Random,6,9.281411e+07
Rosenbrock,Random,7,1.144578e+08
Rosenbrock,Random,8,9.512576e+07
Rosenbrock,Random,9,8.830928e+07
Rosenbrock,Random,10,7.202698e+07
Rosenbrock,Random,11,7.109956e+07
Rosenbrock,Random,12,1.088501e+08
Rosenbrock,Random,13,7.974095e+07
Rosenbrock,Random,14,8.319990e+07
Rosenbrock,Random,15,1.082009e+08
Rosenbrock,Random,16,1.008447e+08
Rosenbrock,Random,17,1.034240e+08
Rosenbrock,Random,18,9.664490e+07
Rosenbrock,Random,19,1.083232e+08
Rosenbrock,Random,20,1.188976e+08
Rosenbrock,Random,21,7.490825e+07
Rosenbrock,Random,22,9.757010e+07
Rosenbrock,Random,23,9.833550e+07
Rosenbrock,Random,24,1.051890e+08
Rosenbrock,Random,25,6.706742e+07
Rosenbrock,Random,26,9.001314e+07
Rosenbrock,Random,27,9.825139e+07
Rosenbrock,Random,28,5.018407e+07
Rosenbrock,Random,29,1.063872e+08
Rosenbrock,Random,30,1.012974e+08
Rosenbrock,PSO,1,5.468117e+01
Rosenbrock,PSO,2,2.156832e+01
Rosenbrock,PSO,3,2.827976e-02
Rosenbrock,PSO,4,3.082868e+01
Rosenbrock,PSO,5,7.127686e+01
Rosenbrock,PSO,6,9.202183e+01
Rosenbrock,PSO,7,2.261617e+01
Rosenbrock,PSO,8,2.117629e+01
Rosenbrock,PSO,9,2.075704e+01
Rosenbrock,PSO,10,1.924402e+01
Rosenbrock,PSO,11,2.482176e+01
Rosenbrock,PSO,12,1.609309e+01
Rosenbrock,PSO,13,7.002753e+01
Rosenbrock,PSO,14,6.940046e+01
Rosenbrock,PSO,15,2.187561e+01
Rosenbrock,PSO,16,2.160328e+01
Rosenbrock,PSO,17,6.782710e+00
Rosenbrock,PSO,18,2.357808e+01
Rosenbrock,PSO,19,2.321336e+01
Rosenbrock,PSO,20,2.033275e+01
Rosenbrock,PSO,21,2.120672e+01
Rosenbrock,PSO,22,6.802028e+01
Rosenbrock,PSO,23,1.043927e+02
Rosenbrock,PSO,24,3.037967e+03
Rosenbrock,PSO,25,7.277711e+00
Rosenbrock,PSO,26,7.323552e+00
Rosenbrock,PSO,27,1.807899e+01
Rosenbrock,PSO,28,2.202127e+01
Rosenbrock,PSO,29,2.533701e+02
Rosenbrock,PSO,30,2.066863e+01
Rosenbrock,GWO,1,2.616627e+01
Rosenbrock,GWO,2,2.711680e+01
Rosenbrock,GWO,3,2.716037e+01
Rosenbrock,GWO,4,2.711882e+01
Rosenbrock,GWO,5,2.793720e+01
Rosenbrock,GWO,6,2.616235e+01
Rosenbrock,GWO,7,2.626321e+01
Rosenbrock,GWO,8,2.715935e+01
Rosenbrock,GWO,9,2.711679e+01
Rosenbrock,GWO,10,2.717016e+01
Rosenbrock,GWO,11,2.711228e+01
Rosenbrock,GWO,12,2.718080e+01
Rosenbrock,GWO,13,2.618694e+01
Rosenbrock,GWO,14,2.710850e+01
Rosenbrock,GWO,15,2.623849e+01
Rosenbrock,GWO,16,2.709806e+01
Rosenbrock,GWO,17,2.711329e+01
Rosenbrock,GWO,18,2.628134e+01
Rosenbrock,GWO,19,2.626764e+01
Rosenbrock,GWO,20,2.714310e+01
Rosenbrock,GWO,21,2.622214e+01
Rosenbrock,GWO,22,2.711787e+01
Rosenbrock,GWO,23,2.584526e+01
Rosenbrock,GWO,24,2.718515e+01
Rosenbrock,GWO,25,2.708468e+01
Rosenbrock,GWO,26,2.715338e+01
Rosenbrock,GWO,27,2.793883e+01
Rosenbrock,GWO,28,2.714448e+01
Rosenbrock,GWO,29,2.708707e+01
Rosenbrock,GWO,30,2.624694e+01
Rosenbrock,WOA,1,2.781237e+01
Rosenbrock,WOA,2,2.699239e+01
Rosenbrock,WOA,3,2.710760e+01
Rosenbrock,WOA,4,2.709513e+01
Rosenbrock,WOA,5,2.699792e+01
Rosenbrock,WOA,6,2.708496e+01
Rosenbrock,WOA,7,2.697693e+01
Rosenbrock,WOA,8,2.692940e+01
Rosenbrock,WOA,9,2.694639e+01
Rosenbrock,WOA,10,2.767602e+01
Rosenbrock,WOA,11,2.705871e+01
Rosenbrock,WOA,12,2.699304e+01
Rosenbrock,WOA,13,2.698365e+01
Rosenbrock,WOA,14,2.693529e+01
Rosenbrock,WOA,15,2.719068e+01
Rosenbrock,WOA,16,2.694032e+01
Rosenbrock,WOA,17,2.703705e+01
Rosenbrock,WOA,18,2.661933e+01
Rosenbrock,WOA,19,2.769399e+01
Rosenbrock,WOA,20,2.693342e+01
Rosenbrock,WOA,21,2.687658e+01
Rosenbrock,WOA,22,2.787443e+01
Rosenbrock,WOA,23,2.871910e+01
Rosenbrock,WOA,24,2.697878e+01
Rosenbrock,WOA,25,2.696132e+01
